month,line,station,variable,value,hour,type,time_period
2026-04-01,2호선,충정로(경기대입구),07시-08시 하차인원,30076,7,하차,morning
2026-04-01,2호선,한양대,07시-08시 하차인원,19734,7,하차,morning
2026-04-01,2호선,합정,07시-08시 하차인원,36093,7,하차,morning
2026-04-01,2호선,홍대입구,07시-08시 하차인원,47436,7,하차,morning
2026-04-01,3호선,가락시장,07시-08시 하차인원,12474,7,하차,morning
2026-04-01,3호선,경복궁(정부서울청사),07시-08시 하차인원,53726,7,하차,morning
2026-04-01,3호선,경찰병원,07시-08시 하차인원,11833,7,하차,morning
2026-04-01,3호선,고속터미널,07시-08시 하차인원,55727,7,하차,morning
2026-04-01,3호선,교대(법원.검찰청),07시-08시 하차인원,21566,7,하차,morning
2026-04-01,3호선,구파발,07시-08시 하차인원,26473,7,하차,morning
2026-04-01,3호선,금호,07시-08시 하차인원,4965,7,하차,morning
2026-04-01,3호선,남부터미널(예술의전당),07시-08시 하차인원,75867,7,하차,morning
2026-04-01,3호선,녹번,07시-08시 하차인원,8824,7,하차,morning
2026-04-01,3호선,대청,07시-08시 하차인원,22553,7,하차,morning
2026-04-01,3호선,대치,07시-08시 하차인원,19923,7,하차,morning
2026-04-01,3호선,도곡,07시-08시 하차인원,17003,7,하차,morning
2026-04-01,3호선,독립문,07시-08시 하차인원,17244,7,하차,morning
2026-04-01,3호선,동대입구,07시-08시 하차인원,19491,7,하차,morning
2026-04-01,3호선,매봉,07시-08시 하차인원,28514,7,하차,morning
2026-04-01,3호선,무악재,07시-08시 하차인원,3730,7,하차,morning
2026-04-01,3호선,불광,07시-08시 하차인원,12767,7,하차,morning
2026-04-01,3호선,수서,07시-08시 하차인원,40988,7,하차,morning
2026-04-01,3호선,신사,07시-08시 하차인원,45066,7,하차,morning
2026-04-01,3호선,안국,07시-08시 하차인원,105524,7,하차,morning
2026-04-01,3호선,압구정,07시-08시 하차인원,53477,7,하차,morning
2026-04-01,3호선,약수,07시-08시 하차인원,16570,7,하차,morning
2026-04-01,3호선,양재(서초구청),07시-08시 하차인원,127871,7,하차,morning
2026-04-01,3호선,연신내,07시-08시 하차인원,33921,7,하차,morning
2026-04-01,3호선,오금,07시-08시 하차인원,7491,7,하차,morning
2026-04-01,3호선,옥수,07시-08시 하차인원,8297,7,하차,morning
2026-04-01,3호선,을지로3가,07시-08시 하차인원,41628,7,하차,morning
2026-04-01,3호선,일원,07시-08시 하차인원,40645,7,하차,morning
2026-04-01,3호선,잠원,07시-08시 하차인원,9541,7,하차,morning
2026-04-01,3호선,종로3가,07시-08시 하차인원,17923,7,하차,morning
2026-04-01,3호선,지축,07시-08시 하차인원,7023,7,하차,morning
2026-04-01,3호선,충무로,07시-08시 하차인원,0,7,하차,morning
2026-04-01,3호선,학여울,07시-08시 하차인원,3947,7,하차,morning
2026-04-01,3호선,홍제,07시-08시 하차인원,12647,7,하차,morning
2026-04-01,4호선,길음,07시-08시 하차인원,16905,7,하차,morning
2026-04-01,4호선,남태령,07시-08시 하차인원,7717,7,하차,morning
2026-04-01,4호선,노원,07시-08시 하차인원,18098,7,하차,morning
2026-04-01,4호선,동대문,07시-08시 하차인원,37145,7,하차,morning
2026-04-01,4호선,동대문역사문화공원(DDP),07시-08시 하차인원,31937,7,하차,morning
2026-04-01,4호선,동작(현충원),07시-08시 하차인원,4255,7,하차,morning
2026-04-01,4호선,명동,07시-08시 하차인원,66683,7,하차,morning
2026-04-01,4호선,미아(서울사이버대학),07시-08시 하차인원,20319,7,하차,morning
2026-04-01,4호선,미아사거리,07시-08시 하차인원,23306,7,하차,morning
2026-04-01,4호선,불암산,07시-08시 하차인원,8269,7,하차,morning
2026-04-01,4호선,사당,07시-08시 하차인원,30243,7,하차,morning
2026-04-01,4호선,삼각지(전쟁기념관),07시-08시 하차인원,11915,7,하차,morning
2026-04-01,4호선,상계,07시-08시 하차인원,21427,7,하차,morning
2026-04-01,4호선,서울역,07시-08시 하차인원,47509,7,하차,morning
2026-04-01,4호선,성신여대입구(돈암),07시-08시 하차인원,20540,7,하차,morning
2026-04-01,4호선,수유(강북구청),07시-08시 하차인원,23618,7,하차,morning
2026-04-01,4호선,숙대입구(갈월),07시-08시 하차인원,30685,7,하차,morning
2026-04-01,4호선,신용산,07시-08시 하차인원,48603,7,하차,morning
2026-04-01,4호선,쌍문,07시-08시 하차인원,17151,7,하차,morning
2026-04-01,4호선,이촌(국립중앙박물관),07시-08시 하차인원,15848,7,하차,morning
2026-04-01,4호선,창동,07시-08시 하차인원,24397,7,하차,morning
2026-04-01,4호선,총신대입구(이수),07시-08시 하차인원,22056,7,하차,morning
2026-04-01,4호선,충무로,07시-08시 하차인원,71103,7,하차,morning
2026-04-01,4호선,한성대입구(삼선교),07시-08시 하차인원,21614,7,하차,morning
2026-04-01,4호선,혜화,07시-08시 하차인원,62401,7,하차,morning
2026-04-01,4호선,회현(남대문시장),07시-08시 하차인원,62440,7,하차,morning
2026-04-01,5호선,강동,07시-08시 하차인원,32882,7,하차,morning
2026-04-01,5호선,강일,07시-08시 하차인원,7518,7,하차,morning
2026-04-01,5호선,개롱,07시-08시 하차인원,8831,7,하차,morning
2026-04-01,5호선,개화산,07시-08시 하차인원,7564,7,하차,morning
2026-04-01,5호선,거여,07시-08시 하차인원,10840,7,하차,morning
2026-04-01,5호선,고덕,07시-08시 하차인원,21923,7,하차,morning
2026-04-01,5호선,공덕,07시-08시 하차인원,38665,7,하차,morning
2026-04-01,5호선,광나루(장신대),07시-08시 하차인원,17525,7,하차,morning
2026-04-01,5호선,광화문(세종문화회관),07시-08시 하차인원,110880,7,하차,morning
2026-04-01,5호선,군자(능동),07시-08시 하차인원,10932,7,하차,morning
2026-04-01,5호선,굽은다리(강동구민회관앞),07시-08시 하차인원,7247,7,하차,morning
2026-04-01,5호선,길동,07시-08시 하차인원,9156,7,하차,morning
2026-04-01,5호선,김포공항,07시-08시 하차인원,22586,7,하차,morning
2026-04-01,5호선,까치산,07시-08시 하차인원,12449,7,하차,morning
2026-04-01,5호선,답십리,07시-08시 하차인원,16053,7,하차,morning
2026-04-01,5호선,동대문역사문화공원(DDP),07시-08시 하차인원,11743,7,하차,morning
2026-04-01,5호선,둔촌동,07시-08시 하차인원,13655,7,하차,morning
2026-04-01,5호선,마곡,07시-08시 하차인원,40231,7,하차,morning
2026-04-01,5호선,마장,07시-08시 하차인원,7794,7,하차,morning
2026-04-01,5호선,마천,07시-08시 하차인원,5011,7,하차,morning
2026-04-01,5호선,마포,07시-08시 하차인원,25252,7,하차,morning
2026-04-01,5호선,명일,07시-08시 하차인원,8342,7,하차,morning
2026-04-01,5호선,목동,07시-08시 하차인원,16905,7,하차,morning
2026-04-01,5호선,미사,07시-08시 하차인원,16248,7,하차,morning
2026-04-01,5호선,발산,07시-08시 하차인원,53808,7,하차,morning
2026-04-01,5호선,방이,07시-08시 하차인원,10205,7,하차,morning
2026-04-01,5호선,방화,07시-08시 하차인원,7395,7,하차,morning
2026-04-01,5호선,상일동,07시-08시 하차인원,13476,7,하차,morning
2026-04-01,5호선,서대문,07시-08시 하차인원,69780,7,하차,morning
2026-04-01,5호선,송정,07시-08시 하차인원,7677,7,하차,morning
2026-04-01,5호선,신금호,07시-08시 하차인원,10464,7,하차,morning
2026-04-01,5호선,신길,07시-08시 하차인원,5599,7,하차,morning
2026-04-01,5호선,신정(은행정),07시-08시 하차인원,9459,7,하차,morning
2026-04-01,5호선,아차산(어린이대공원후문),07시-08시 하차인원,16262,7,하차,morning
2026-04-01,5호선,애오개,07시-08시 하차인원,8860,7,하차,morning
2026-04-01,5호선,양평,07시-08시 하차인원,12554,7,하차,morning
2026-04-01,5호선,여의나루,07시-08시 하차인원,51806,7,하차,morning
2026-04-01,5호선,여의도,07시-08시 하차인원,171871,7,하차,morning
2026-04-01,5호선,영등포구청,07시-08시 하차인원,9005,7,하차,morning
2026-04-01,5호선,영등포시장,07시-08시 하차인원,17355,7,하차,morning
2026-04-01,5호선,오금,07시-08시 하차인원,12029,7,하차,morning
2026-04-01,5호선,오목교(목동운동장앞),07시-08시 하차인원,31623,7,하차,morning
2026-04-01,5호선,올림픽공원(한국체대),07시-08시 하차인원,7005,7,하차,morning
2026-04-01,5호선,왕십리(성동구청),07시-08시 하차인원,7087,7,하차,morning
2026-04-01,5호선,우장산,07시-08시 하차인원,18353,7,하차,morning
2026-04-01,5호선,을지로4가,07시-08시 하차인원,20670,7,하차,morning
2026-04-01,5호선,장한평,07시-08시 하차인원,29653,7,하차,morning
2026-04-01,5호선,종로3가,07시-08시 하차인원,17829,7,하차,morning
2026-04-01,5호선,천호(풍납토성),07시-08시 하차인원,23785,7,하차,morning
2026-04-01,5호선,청구,07시-08시 하차인원,4275,7,하차,morning
2026-04-01,5호선,충정로(경기대입구),07시-08시 하차인원,19567,7,하차,morning
2026-04-01,5호선,하남검단산,07시-08시 하차인원,5427,7,하차,morning
2026-04-01,5호선,하남시청(덕풍?신장),07시-08시 하차인원,7768,7,하차,morning
2026-04-01,5호선,하남풍산,07시-08시 하차인원,8793,7,하차,morning
2026-04-01,5호선,행당,07시-08시 하차인원,5284,7,하차,morning
2026-04-01,5호선,화곡,07시-08시 하차인원,17227,7,하차,morning
2026-04-01,6호선,고려대(종암),07시-08시 하차인원,14392,7,하차,morning
2026-04-01,6호선,공덕,07시-08시 하차인원,47706,7,하차,morning
2026-04-01,6호선,광흥창(서강),07시-08시 하차인원,18139,7,하차,morning
2026-04-01,6호선,구산,07시-08시 하차인원,8009,7,하차,morning
2026-04-01,6호선,녹사평(용산구청),07시-08시 하차인원,9863,7,하차,morning
2026-04-01,6호선,대흥(서강대앞),07시-08시 하차인원,22518,7,하차,morning
2026-04-01,6호선,독바위,07시-08시 하차인원,2198,7,하차,morning
2026-04-01,6호선,돌곶이,07시-08시 하차인원,7765,7,하차,morning
2026-04-01,6호선,동묘앞,07시-08시 하차인원,9962,7,하차,morning
2026-04-01,6호선,디지털미디어시티,07시-08시 하차인원,35599,7,하차,morning
2026-04-01,6호선,마포구청,07시-08시 하차인원,17370,7,하차,morning
2026-04-01,6호선,망원,07시-08시 하차인원,11430,7,하차,morning
2026-04-01,6호선,버티고개,07시-08시 하차인원,2856,7,하차,morning
2026-04-01,6호선,보문,07시-08시 하차인원,12511,7,하차,morning
2026-04-01,6호선,봉화산(서울의료원),07시-08시 하차인원,6406,7,하차,morning
2026-04-01,6호선,불광,07시-08시 하차인원,4155,7,하차,morning
2026-04-01,6호선,삼각지(전쟁기념관),07시-08시 하차인원,15970,7,하차,morning
2026-04-01,6호선,상수,07시-08시 하차인원,7826,7,하차,morning
2026-04-01,6호선,상월곡(한국과학기술연구원),07시-08시 하차인원,4468,7,하차,morning
2026-04-01,6호선,새절(신사),07시-08시 하차인원,9808,7,하차,morning
2026-04-01,6호선,석계,07시-08시 하차인원,10750,7,하차,morning
2026-04-01,6호선,신내,07시-08시 하차인원,0,7,하차,morning
2026-04-01,6호선,신당,07시-08시 하차인원,17131,7,하차,morning
2026-04-01,6호선,안암(고대병원앞),07시-08시 하차인원,23344,7,하차,morning
2026-04-01,6호선,약수,07시-08시 하차인원,7065,7,하차,morning
2026-04-01,6호선,역촌,07시-08시 하차인원,3808,7,하차,morning
2026-04-01,6호선,연신내,07시-08시 하차인원,0,7,하차,morning
2026-04-01,6호선,월곡(동덕여대),07시-08시 하차인원,9280,7,하차,morning
2026-04-01,6호선,월드컵경기장(성산),07시-08시 하차인원,6799,7,하차,morning
2026-04-01,6호선,응암,07시-08시 하차인원,11156,7,하차,morning
2026-04-01,6호선,이태원,07시-08시 하차인원,14647,7,하차,morning
2026-04-01,6호선,증산(명지대앞),07시-08시 하차인원,5360,7,하차,morning
2026-04-01,6호선,창신,07시-08시 하차인원,6714,7,하차,morning
2026-04-01,6호선,청구,07시-08시 하차인원,8060,7,하차,morning
2026-04-01,6호선,태릉입구,07시-08시 하차인원,4615,7,하차,morning
2026-04-01,6호선,한강진,07시-08시 하차인원,26825,7,하차,morning
2026-04-01,6호선,합정,07시-08시 하차인원,18297,7,하차,morning
2026-04-01,6호선,화랑대(서울여대입구),07시-08시 하차인원,10686,7,하차,morning
2026-04-01,6호선,효창공원앞,07시-08시 하차인원,8970,7,하차,morning
2026-04-01,7호선,가산디지털단지,07시-08시 하차인원,149579,7,하차,morning
2026-04-01,7호선,강남구청,07시-08시 하차인원,39867,7,하차,morning
2026-04-01,7호선,건대입구,07시-08시 하차인원,22339,7,하차,morning
2026-04-01,7호선,고속터미널,07시-08시 하차인원,46578,7,하차,morning
2026-04-01,7호선,공릉(서울과학기술대),07시-08시 하차인원,14833,7,하차,morning
2026-04-01,7호선,광명사거리,07시-08시 하차인원,18070,7,하차,morning
2026-04-01,7호선,군자(능동),07시-08시 하차인원,10826,7,하차,morning
2026-04-01,7호선,남구로,07시-08시 하차인원,37795,7,하차,morning
2026-04-01,7호선,남성,07시-08시 하차인원,7547,7,하차,morning
2026-04-01,7호선,내방,07시-08시 하차인원,29454,7,하차,morning
2026-04-01,7호선,노원,07시-08시 하차인원,18492,7,하차,morning
2026-04-01,7호선,논현,07시-08시 하차인원,45246,7,하차,morning
2026-04-01,7호선,대림(구로구청),07시-08시 하차인원,8320,7,하차,morning
2026-04-01,7호선,도봉산,07시-08시 하차인원,9379,7,하차,morning
2026-04-01,7호선,마들,07시-08시 하차인원,9927,7,하차,morning
2026-04-01,7호선,먹골,07시-08시 하차인원,6410,7,하차,morning
2026-04-01,7호선,면목,07시-08시 하차인원,10296,7,하차,morning
2026-04-01,7호선,반포,07시-08시 하차인원,13534,7,하차,morning
2026-04-01,7호선,보라매,07시-08시 하차인원,10662,7,하차,morning
2026-04-01,7호선,사가정,07시-08시 하차인원,13466,7,하차,morning
2026-04-01,7호선,상도,07시-08시 하차인원,9356,7,하차,morning
2026-04-01,7호선,상봉,07시-08시 하차인원,14766,7,하차,morning
2026-04-01,7호선,수락산,07시-08시 하차인원,9185,7,하차,morning
2026-04-01,7호선,숭실대입구(살피재),07시-08시 하차인원,9943,7,하차,morning
2026-04-01,7호선,신대방삼거리,07시-08시 하차인원,9727,7,하차,morning
2026-04-01,7호선,신중동,07시-08시 하차인원,0,7,하차,morning
2026-04-01,7호선,신풍,07시-08시 하차인원,14202,7,하차,morning
2026-04-01,7호선,어린이대공원(세종대),07시-08시 하차인원,20179,7,하차,morning
2026-04-01,7호선,온수(성공회대입구),07시-08시 하차인원,13902,7,하차,morning
2026-04-01,7호선,용마산(용마폭포공원),07시-08시 하차인원,4651,7,하차,morning
2026-04-01,7호선,이수,07시-08시 하차인원,20290,7,하차,morning
2026-04-01,7호선,자양(뚝섬한강공원),07시-08시 하차인원,8492,7,하차,morning
2026-04-01,7호선,장승배기,07시-08시 하차인원,10641,7,하차,morning
2026-04-01,7호선,장암,07시-08시 하차인원,1477,7,하차,morning
2026-04-01,7호선,중계,07시-08시 하차인원,20257,7,하차,morning
2026-04-01,7호선,중곡,07시-08시 하차인원,18251,7,하차,morning
2026-04-01,7호선,중화,07시-08시 하차인원,11309,7,하차,morning
2026-04-01,7호선,천왕,07시-08시 하차인원,11312,7,하차,morning
2026-04-01,7호선,철산,07시-08시 하차인원,20280,7,하차,morning
2026-04-01,7호선,청담,07시-08시 하차인원,63349,7,하차,morning
2026-04-01,7호선,태릉입구,07시-08시 하차인원,9898,7,하차,morning
2026-04-01,7호선,하계,07시-08시 하차인원,20396,7,하차,morning
2026-04-01,7호선,학동,07시-08시 하차인원,59579,7,하차,morning
2026-04-01,8호선,가락시장,07시-08시 하차인원,16940,7,하차,morning
2026-04-01,8호선,강동구청,07시-08시 하차인원,18112,7,하차,morning
2026-04-01,8호선,남위례,07시-08시 하차인원,11398,7,하차,morning
2026-04-01,8호선,남한산성입구(성남법원.검찰청),07시-08시 하차인원,12935,7,하차,morning
2026-04-01,8호선,단대오거리,07시-08시 하차인원,13512,7,하차,morning
2026-04-01,8호선,모란,07시-08시 하차인원,6080,7,하차,morning
2026-04-01,8호선,몽촌토성(평화의문),07시-08시 하차인원,14814,7,하차,morning
2026-04-01,8호선,문정,07시-08시 하차인원,71107,7,하차,morning
2026-04-01,8호선,복정,07시-08시 하차인원,15017,7,하차,morning
2026-04-01,8호선,산성,07시-08시 하차인원,4456,7,하차,morning
2026-04-01,8호선,석촌,07시-08시 하차인원,11667,7,하차,morning
2026-04-01,8호선,송파,07시-08시 하차인원,12948,7,하차,morning
2026-04-01,8호선,수진,07시-08시 하차인원,5099,7,하차,morning
2026-04-01,8호선,신흥,07시-08시 하차인원,4241,7,하차,morning
2026-04-01,8호선,암사,07시-08시 하차인원,9633,7,하차,morning
2026-04-01,8호선,암사역사공원,07시-08시 하차인원,9120,7,하차,morning
2026-04-01,8호선,잠실(송파구청),07시-08시 하차인원,45512,7,하차,morning
2026-04-01,8호선,장지,07시-08시 하차인원,33106,7,하차,morning
2026-04-01,8호선,천호(풍납토성),07시-08시 하차인원,23232,7,하차,morning
2026-04-01,9호선,가양,07시-08시 하차인원,30897,7,하차,morning
2026-04-01,9호선,개화,07시-08시 하차인원,3523,7,하차,morning
2026-04-01,9호선,고속터미널,07시-08시 하차인원,22406,7,하차,morning
2026-04-01,9호선,공항시장,07시-08시 하차인원,2489,7,하차,morning
2026-04-01,9호선,구반포,07시-08시 하차인원,3995,7,하차,morning
2026-04-01,9호선,국회의사당,07시-08시 하차인원,59106,7,하차,morning
2026-04-01,9호선,김포공항,07시-08시 하차인원,19342,7,하차,morning
2026-04-01,9호선,노들,07시-08시 하차인원,3065,7,하차,morning
2026-04-01,9호선,노량진,07시-08시 하차인원,37516,7,하차,morning
2026-04-01,9호선,당산,07시-08시 하차인원,18713,7,하차,morning
2026-04-01,9호선,동작(현충원),07시-08시 하차인원,2510,7,하차,morning
2026-04-01,9호선,등촌,07시-08시 하차인원,9817,7,하차,morning
2026-04-01,9호선,마곡나루(서울식물원),07시-08시 하차인원,38366,7,하차,morning
2026-04-01,9호선,사평,07시-08시 하차인원,6947,7,하차,morning
2026-04-01,9호선,샛강,07시-08시 하차인원,21085,7,하차,morning
2026-04-01,9호선,선유도,07시-08시 하차인원,17494,7,하차,morning
2026-04-01,9호선,신논현,07시-08시 하차인원,44437,7,하차,morning
2026-04-01,9호선,신목동,07시-08시 하차인원,4640,7,하차,morning
2026-04-01,9호선,신반포,07시-08시 하차인원,11595,7,하차,morning
2026-04-01,9호선,신방화,07시-08시 하차인원,7382,7,하차,morning
2026-04-01,9호선,양천향교,07시-08시 하차인원,28828,7,하차,morning
2026-04-01,9호선,여의도,07시-08시 하차인원,180473,7,하차,morning
2026-04-01,9호선,염창,07시-08시 하차인원,9967,7,하차,morning
2026-04-01,9호선,증미,07시-08시 하차인원,12270,7,하차,morning
2026-04-01,9호선,흑석(중앙대입구),07시-08시 하차인원,15393,7,하차,morning
2026-04-01,9호선2~3단계,둔촌오륜,07시-08시 하차인원,3842,7,하차,morning
2026-04-01,9호선2~3단계,봉은사,07시-08시 하차인원,51439,7,하차,morning
2026-04-01,9호선2~3단계,삼성중앙,07시-08시 하차인원,21849,7,하차,morning
2026-04-01,9호선2~3단계,삼전,07시-08시 하차인원,7128,7,하차,morning
2026-04-01,9호선2~3단계,석촌,07시-08시 하차인원,7521,7,하차,morning
2026-04-01,9호선2~3단계,석촌고분,07시-08시 하차인원,6603,7,하차,morning
2026-04-01,9호선2~3단계,선정릉,07시-08시 하차인원,23888,7,하차,morning
2026-04-01,9호선2~3단계,송파나루,07시-08시 하차인원,5502,7,하차,morning
2026-04-01,9호선2~3단계,언주,07시-08시 하차인원,28506,7,하차,morning
2026-04-01,9호선2~3단계,올림픽공원(한국체대),07시-08시 하차인원,7231,7,하차,morning
2026-04-01,9호선2~3단계,종합운동장,07시-08시 하차인원,7195,7,하차,morning
2026-04-01,9호선2~3단계,중앙보훈병원,07시-08시 하차인원,14739,7,하차,morning
2026-04-01,9호선2~3단계,한성백제,07시-08시 하차인원,3298,7,하차,morning
2026-04-01,경강선,경기광주,07시-08시 하차인원,7994,7,하차,morning
2026-04-01,경강선,곤지암,07시-08시 하차인원,5756,7,하차,morning
2026-04-01,경강선,부발,07시-08시 하차인원,8182,7,하차,morning
2026-04-01,경강선,삼동,07시-08시 하차인원,2433,7,하차,morning
2026-04-01,경강선,성남,07시-08시 하차인원,1960,7,하차,morning
2026-04-01,경강선,세종대왕릉,07시-08시 하차인원,775,7,하차,morning
2026-04-01,경강선,신둔도예촌,07시-08시 하차인원,3715,7,하차,morning
2026-04-01,경강선,여주,07시-08시 하차인원,2823,7,하차,morning
2026-04-01,경강선,이매,07시-08시 하차인원,2816,7,하차,morning
2026-04-01,경강선,이천,07시-08시 하차인원,6892,7,하차,morning
2026-04-01,경강선,초월,07시-08시 하차인원,4712,7,하차,morning
2026-04-01,경강선,판교,07시-08시 하차인원,21756,7,하차,morning
2026-04-01,경부선,가산디지털단지,07시-08시 하차인원,66135,7,하차,morning
2026-04-01,경부선,관악,07시-08시 하차인원,7396,7,하차,morning
2026-04-01,경부선,광명,07시-08시 하차인원,8073,7,하차,morning
2026-04-01,경부선,구로,07시-08시 하차인원,34632,7,하차,morning
2026-04-01,경부선,군포,07시-08시 하차인원,34441,7,하차,morning
2026-04-01,경부선,금정,07시-08시 하차인원,59885,7,하차,morning
2026-04-01,경부선,금천구청,07시-08시 하차인원,18005,7,하차,morning
2026-04-01,경부선,남영,07시-08시 하차인원,22975,7,하차,morning
2026-04-01,경부선,노량진,07시-08시 하차인원,9269,7,하차,morning
2026-04-01,경부선,당정,07시-08시 하차인원,10231,7,하차,morning
2026-04-01,경부선,대방,07시-08시 하차인원,37143,7,하차,morning
2026-04-01,경부선,독산,07시-08시 하차인원,47155,7,하차,morning
2026-04-01,경부선,두정,07시-08시 하차인원,12123,7,하차,morning
2026-04-01,경부선,명학,07시-08시 하차인원,29538,7,하차,morning
2026-04-01,경부선,병점,07시-08시 하차인원,23226,7,하차,morning
2026-04-01,경부선,서동탄,07시-08시 하차인원,1540,7,하차,morning
2026-04-01,경부선,서울역,07시-08시 하차인원,8216,7,하차,morning
2026-04-01,경부선,서정리,07시-08시 하차인원,19327,7,하차,morning
2026-04-01,경부선,석수,07시-08시 하차인원,12288,7,하차,morning
2026-04-01,경부선,성균관대,07시-08시 하차인원,13329,7,하차,morning
2026-04-01,경부선,성환,07시-08시 하차인원,15457,7,하차,morning
2026-04-01,경부선,세류,07시-08시 하차인원,5139,7,하차,morning
2026-04-01,경부선,세마,07시-08시 하차인원,6005,7,하차,morning
2026-04-01,경부선,송탄,07시-08시 하차인원,7435,7,하차,morning
2026-04-01,경부선,수원,07시-08시 하차인원,65261,7,하차,morning
2026-04-01,경부선,신길,07시-08시 하차인원,21014,7,하차,morning
2026-04-01,경부선,신도림,07시-08시 하차인원,8055,7,하차,morning
2026-04-01,경부선,안양,07시-08시 하차인원,24438,7,하차,morning
2026-04-01,경부선,영등포,07시-08시 하차인원,69613,7,하차,morning
2026-04-01,경부선,오산,07시-08시 하차인원,24418,7,하차,morning
2026-04-01,경부선,오산대,07시-08시 하차인원,6055,7,하차,morning
2026-04-01,경부선,용산,07시-08시 하차인원,98982,7,하차,morning
2026-04-01,경부선,의왕,07시-08시 하차인원,42539,7,하차,morning
2026-04-01,경부선,직산,07시-08시 하차인원,4191,7,하차,morning
2026-04-01,경부선,진위,07시-08시 하차인원,10534,7,하차,morning
2026-04-01,경부선,천안,07시-08시 하차인원,8344,7,하차,morning
2026-04-01,경부선,평택,07시-08시 하차인원,19523,7,하차,morning
2026-04-01,경부선,평택지제,07시-08시 하차인원,13307,7,하차,morning
2026-04-01,경부선,화서,07시-08시 하차인원,7994,7,하차,morning
2026-04-01,경원선,가능,07시-08시 하차인원,8028,7,하차,morning
2026-04-01,경원선,광운대,07시-08시 하차인원,8000,7,하차,morning
2026-04-01,경원선,녹양,07시-08시 하차인원,5822,7,하차,morning
2026-04-01,경원선,녹천,07시-08시 하차인원,5088,7,하차,morning
2026-04-01,경원선,덕계,07시-08시 하차인원,6086,7,하차,morning
2026-04-01,경원선,덕정,07시-08시 하차인원,10146,7,하차,morning
2026-04-01,경원선,도봉,07시-08시 하차인원,4890,7,하차,morning
2026-04-01,경원선,도봉산,07시-08시 하차인원,5088,7,하차,morning
2026-04-01,경원선,동두천,07시-08시 하차인원,5188,7,하차,morning
2026-04-01,경원선,동두천중앙,07시-08시 하차인원,4739,7,하차,morning
2026-04-01,경원선,망월사,07시-08시 하차인원,6358,7,하차,morning
2026-04-01,경원선,방학,07시-08시 하차인원,11207,7,하차,morning
2026-04-01,경원선,보산,07시-08시 하차인원,2683,7,하차,morning
2026-04-01,경원선,서빙고,07시-08시 하차인원,4739,7,하차,morning
2026-04-01,경원선,석계,07시-08시 하차인원,5797,7,하차,morning
2026-04-01,경원선,소요산,07시-08시 하차인원,1473,7,하차,morning
2026-04-01,경원선,신이문,07시-08시 하차인원,4499,7,하차,morning
2026-04-01,경원선,양주,07시-08시 하차인원,11890,7,하차,morning
2026-04-01,경원선,연천,07시-08시 하차인원,1348,7,하차,morning
2026-04-01,경원선,옥수,07시-08시 하차인원,52,7,하차,morning
2026-04-01,경원선,왕십리(성동구청),07시-08시 하차인원,15461,7,하차,morning
2026-04-01,경원선,외대앞,07시-08시 하차인원,8784,7,하차,morning
2026-04-01,경원선,월계,07시-08시 하차인원,7123,7,하차,morning
2026-04-01,경원선,응봉,07시-08시 하차인원,2143,7,하차,morning
2026-04-01,경원선,의정부,07시-08시 하차인원,13150,7,하차,morning
2026-04-01,경원선,이촌(국립중앙박물관),07시-08시 하차인원,5217,7,하차,morning
2026-04-01,경원선,전곡,07시-08시 하차인원,862,7,하차,morning
2026-04-01,경원선,지행,07시-08시 하차인원,6216,7,하차,morning
2026-04-01,경원선,창동,07시-08시 하차인원,0,7,하차,morning
2026-04-01,경원선,청량리(서울시립대입구),07시-08시 하차인원,17029,7,하차,morning
2026-04-01,경원선,청산,07시-08시 하차인원,206,7,하차,morning
2026-04-01,경원선,한남,07시-08시 하차인원,11722,7,하차,morning
2026-04-01,경원선,회룡,07시-08시 하차인원,10387,7,하차,morning
2026-04-01,경의선,가좌,07시-08시 하차인원,4990,7,하차,morning
2026-04-01,경의선,강매,07시-08시 하차인원,1388,7,하차,morning
2026-04-01,경의선,검암,07시-08시 하차인원,0,7,하차,morning
2026-04-01,경의선,곡산,07시-08시 하차인원,2271,7,하차,morning
2026-04-01,경의선,공덕,07시-08시 하차인원,8095,7,하차,morning
2026-04-01,경의선,금릉,07시-08시 하차인원,6554,7,하차,morning
2026-04-01,경의선,금촌,07시-08시 하차인원,10050,7,하차,morning
2026-04-01,경의선,김포공항,07시-08시 하차인원,0,7,하차,morning
2026-04-01,경의선,능곡,07시-08시 하차인원,3533,7,하차,morning
2026-04-01,경의선,디지털미디어시티,07시-08시 하차인원,2672,7,하차,morning
2026-04-01,경의선,문산,07시-08시 하차인원,8818,7,하차,morning
2026-04-01,경의선,백마,07시-08시 하차인원,7546,7,하차,morning
2026-04-01,경의선,서강대,07시-08시 하차인원,2856,7,하차,morning
2026-04-01,경의선,서울역,07시-08시 하차인원,21882,7,하차,morning
2026-04-01,경의선,수색,07시-08시 하차인원,6545,7,하차,morning
2026-04-01,경의선,신촌,07시-08시 하차인원,6168,7,하차,morning
2026-04-01,경의선,야당,07시-08시 하차인원,5451,7,하차,morning
2026-04-01,경의선,운정,07시-08시 하차인원,9009,7,하차,morning
2026-04-01,경의선,운천,07시-08시 하차인원,0,7,하차,morning
2026-04-01,경의선,월롱,07시-08시 하차인원,9719,7,하차,morning
2026-04-01,경의선,일산,07시-08시 하차인원,9379,7,하차,morning
2026-04-01,경의선,임진강,07시-08시 하차인원,0,7,하차,morning
